"gamma10"	"gamma11"	"lower"	"median"	"upper"	"HPD_lower"	"HPD_upper"
"84"	0	1.65	0.0155075966260213	0.0636736460909841	0.142614695174789	0.00969908160117251	0.132794590203341
"85"	0	1.7	0.0165370556506693	0.0649795693820399	0.144099937826068	0.0105488862225321	0.134151703051385
"86"	0	1.75	0.0163155305056923	0.0647508887084168	0.142311085394589	0.0102616759319562	0.132586842601417
"87"	0	1.8	0.0175619592063746	0.0658516168582494	0.144294124750234	0.0120910385202255	0.135280037976704
"88"	0	1.85	0.0175031946917007	0.0657680120098869	0.147383506384677	0.010654230210974	0.13621628132812
"89"	0	1.9	0.017588413998706	0.0665339290738678	0.145416574420524	0.0114223704359687	0.135476653218724
"90"	0	1.95	0.0182355851573232	0.0678537331961658	0.149710532170078	0.0129178148202435	0.140213565281585
"91"	0	2	0.0183549310330421	0.0676453802734867	0.150302353655007	0.0114072689571026	0.138417283998566
"92"	0	2.05	0.018496612396697	0.0682035729632674	0.149766253111489	0.0128897490011234	0.14011780625952
"93"	0	2.1	0.0189201700127905	0.0685804825282021	0.150455411206252	0.0133396056859569	0.140793694170004
"94"	0	2.15	0.0199129053850197	0.0697278093717569	0.152516345552468	0.0139586265763675	0.142217583327187
"95"	0	2.2	0.0200748217767929	0.0702393184242468	0.156099865994693	0.0145238074961094	0.146046656655617
"96"	0	2.25	0.0201832375958673	0.0707291635628698	0.154690962251309	0.0141430761135794	0.144241888274611
"97"	0	2.3	0.0205003629441576	0.0715172540436713	0.158039016460729	0.0134620746333426	0.146253196720109
"98"	0	2.35	0.0203205824660179	0.0712159820433095	0.1569798689109	0.0140201076616149	0.146152505398133
"99"	0	2.4	0.0218777050269861	0.0732332706902229	0.162303738594349	0.0162671601463105	0.151520203804634
"100"	0	2.45	0.0212327827874392	0.072250269522991	0.159735316011249	0.0148839200018819	0.148312319407903
"101"	0	2.5	0.0222378018591018	0.073565089199993	0.165547448577124	0.0147232470981686	0.151740790344902
