"gamma10"	"gamma11"	"lower"	"median"	"upper"	"HPD_lower"	"HPD_upper"
"1"	0	-2.5	-0.0185722678450214	0.0218711748045139	0.0727321648607922	-0.0212813955815832	0.0692211297418227
"2"	0	-2.45	-0.018242886106958	0.0223525404401934	0.0740336831508011	-0.0203800930144032	0.0711176567497928
"3"	0	-2.4	-0.0186561343282727	0.0214585538743778	0.0726475014556469	-0.0219275202041084	0.0683950251591771
"4"	0	-2.35	-0.0183617849361518	0.0224409721773482	0.0737632338932481	-0.0205250495433487	0.0708803257224867
"5"	0	-2.3	-0.0174190707511776	0.0226901870897434	0.0749098336094114	-0.0206153021720527	0.0708866528942475
"6"	0	-2.25	-0.0181697241494301	0.0224613419722625	0.0748663110269566	-0.0205675247652636	0.0715351092225621
"7"	0	-2.2	-0.0168907120238336	0.0232688942315096	0.0743445088761627	-0.0201807379512596	0.070149499712868
"8"	0	-2.15	-0.0173556268027338	0.0235344773767071	0.0754133356010367	-0.0199146937439631	0.0720809101403036
"9"	0	-2.1	-0.016641397961235	0.0234034208634677	0.0757672589958321	-0.0194353758835399	0.0720246324461804
"10"	0	-2.05	-0.0154854272596653	0.0238359085887793	0.0760387569802253	-0.018825270937204	0.0715659745222447
"11"	0	-2	-0.0161846400977681	0.024241788316314	0.0762826471931971	-0.019190880721045	0.0723242309444137
"12"	0	-1.95	-0.0149032553713698	0.0248883818363267	0.0772690349844047	-0.0180137818354126	0.073143154182683
"13"	0	-1.9	-0.016691350001247	0.0240016079143165	0.0769716919837644	-0.0199405519820727	0.0726674601361566
"14"	0	-1.85	-0.0150712612314972	0.0249169117302009	0.0770377088046564	-0.0176754443094582	0.0734733839573475
"15"	0	-1.8	-0.0149487229198677	0.0250450821551508	0.0774044753880076	-0.0181134690285659	0.0732106899944674
"16"	0	-1.75	-0.0152670467919707	0.0251351527214323	0.0776957732760266	-0.0187227269533144	0.0733946698898078
"17"	0	-1.7	-0.0157920655712386	0.0251235764758193	0.077881832734812	-0.0181391205390439	0.0746335966302936
"18"	0	-1.65	-0.0146070827426998	0.0259768257397351	0.0786867598315118	-0.0170153812098551	0.0753593877168489
"19"	0	-1.6	-0.0151166548633754	0.0257880058650163	0.0784520939322703	-0.0178732646074277	0.0748035294882311
"20"	0	-1.55	-0.0136867488203482	0.0266942497946144	0.0794789695490751	-0.0165287609868196	0.0757168783274574
"21"	0	-1.5	-0.0140536976979253	0.0260801326525223	0.0791332932324863	-0.0170185825165727	0.0751003773722744
"22"	0	-1.45	-0.0137925056477467	0.0265034805418809	0.0794249620959821	-0.0158256585498007	0.0764824460212122
"23"	0	-1.4	-0.0131996481713334	0.0266805139496001	0.0803894284349579	-0.0157425872105307	0.0768958367314555
"24"	0	-1.35	-0.0135293289240045	0.0267117701537897	0.0803348546877585	-0.0167236543835309	0.076160269523832
"25"	0	-1.3	-0.0127701258410161	0.0274412807435863	0.0813373332985778	-0.0161476799548369	0.0769210732518056
"26"	0	-1.25	-0.0127725601432622	0.0276609487298213	0.0820994983050146	-0.0156310659467667	0.0782373070178065
"27"	0	-1.2	-0.0123044505991631	0.0282312277635919	0.0827268824295464	-0.0159829795287866	0.0779491364378459
"28"	0	-1.15	-0.0137373051538612	0.0273709339445986	0.081662428754729	-0.0166834147471959	0.0776510769298263
"29"	0	-1.1	-0.0121293871892593	0.0285417067843045	0.0833808618932943	-0.0157067099104109	0.078527658477211
"30"	0	-1.05	-0.0121123606209301	0.0284387565585437	0.082913089736402	-0.0157260193549091	0.0781709309489691
"31"	0	-1	-0.0111497126959735	0.0291060786427348	0.0836182870201099	-0.0145778918716102	0.0789673780060851
"32"	0	-0.95	-0.0127032705097437	0.0288351273374425	0.0841059916698347	-0.0151315484823508	0.0805267725519359
"33"	0	-0.9	-0.0121152797575389	0.0290929358871872	0.0844220937840116	-0.0152906148449394	0.0799424168594838
"34"	0	-0.85	-0.0119187674259036	0.029499530747581	0.0860906435944119	-0.0157601087767055	0.0809782089023664
"35"	0	-0.8	-0.0107508047134643	0.0300784869189352	0.0860635972982366	-0.0135120268254498	0.0821753870822904
"36"	0	-0.75	-0.0114278382736949	0.0303670351419288	0.0863576075808172	-0.0144694679463208	0.0822322475289451
"37"	0	-0.7	-0.0110374930099803	0.0309692052943945	0.0883605300466987	-0.0144769425257364	0.0836943863792644
"38"	0	-0.65	-0.010499461341652	0.0308745750969406	0.0879684301354189	-0.0141833957669961	0.0829945606781863
"39"	0	-0.6	-0.010404565500272	0.031779171360392	0.0897109328760237	-0.0142886711501463	0.0843770972722653
"40"	0	-0.55	-0.00955114783355243	0.03183980363812	0.0892369303640254	-0.0125070600025196	0.0848416428521117
"41"	0	-0.5	-0.00976574868704667	0.0322410665600147	0.0910368439146645	-0.013681249439263	0.0857907370659058
"42"	0	-0.45	-0.00981544820357542	0.033033301572514	0.0924511033486796	-0.0131092379608637	0.0876876143327311
"43"	0	-0.4	-0.00896668778321908	0.0335428343056555	0.0926562531548215	-0.0123103248702079	0.0878524857133954
"44"	0	-0.35	-0.0086072298026218	0.0339130927102997	0.0934594438336545	-0.0120901335991264	0.0884491439072965
"45"	0	-0.3	-0.00775419330797953	0.0346121288095538	0.0940141622139165	-0.0119325103662009	0.0885733436834014
"46"	0	-0.25	-0.00736701680899691	0.0354380064619158	0.096258224878935	-0.0113134868505975	0.0907359526124017
"47"	0	-0.2	-0.00652337785111231	0.0371013953314522	0.0995326246790802	-0.0100596033719964	0.0939919533356925
"48"	0	-0.15	-0.00635550069054062	0.0368049919087139	0.0994003555694836	-0.0105819306274964	0.0931279571070455
"49"	0	-0.0999999999999996	-0.00499959478940342	0.0377616590346615	0.10009371724271	-0.00882289036515178	0.0942686644876727
"50"	0	-0.0499999999999998	-0.00467231201558172	0.0385671308197858	0.101972173167601	-0.00908908970919284	0.0954886033480174
"51"	0	0	-0.00388377103975822	0.039556205920762	0.102887984125237	-0.00787897561665436	0.0969832286382408
"52"	0	0.0500000000000003	-0.00314451426145265	0.0401518835585638	0.103634134346842	-0.00701663347055493	0.0977882292227728
"53"	0	0.1	-0.00234820109367437	0.0407225107587986	0.10464495574012	-0.00671029874800258	0.0982610868656761
"54"	0	0.15	-0.00157229029582786	0.0418526407893489	0.105534883760569	-0.00556051889430477	0.0995430319060196
"55"	0	0.2	-0.000976438193646712	0.0428911607184192	0.107634008888026	-0.00519025314981358	0.101027558700086
"56"	0	0.25	-0.000126899895792137	0.0435811268758571	0.109654679093428	-0.00431556165634459	0.103161521500807
"57"	0	0.3	0.000748961277672953	0.0446479060790273	0.111532921337186	-0.00315582385908646	0.105104510764062
"58"	0	0.35	0.00121772624032221	0.0453580950218665	0.110838366065058	-0.00323476210311388	0.104161927300212
"59"	0	0.4	0.0021851954370669	0.0465082436762448	0.112859890821987	-0.00190980921095989	0.106343296910593
"60"	0	0.45	0.00324661170465683	0.0472670623367259	0.113671383052793	-0.00128539727244811	0.106732132316033
"61"	0	0.5	0.00355931240912319	0.0477514784728446	0.115332476262482	-0.00171252048121773	0.107825007233374
"62"	0	0.55	0.00384635311821291	0.0487652208715963	0.11677939322323	-0.00122248665216695	0.109086015108062
"63"	0	0.6	0.0049003077762211	0.0497051575757923	0.117788101277242	-3.63186431222989e-05	0.110608552342984
"64"	0	0.65	0.00542399817717753	0.0506890757203448	0.12015194706901	0.000332881061751042	0.112190413771144
"65"	0	0.7	0.00594791077372531	0.0506586517397443	0.120061314338573	0.000554523110566529	0.111765782151972
"66"	0	0.75	0.00694295560519004	0.0520441921317057	0.121064728430513	0.0013757289609348	0.112918113594663
"67"	0	0.8	0.00756130137700512	0.0524413771560153	0.121940021321914	0.00219614344596394	0.114109176205881
"68"	0	0.85	0.00771597999779274	0.0532530744513284	0.123872109880745	0.00263509118854879	0.115707115162982
"69"	0	0.9	0.00901161526338193	0.054469423715068	0.126009228981244	0.00432419008553094	0.118306943360062
"70"	0	0.95	0.00861560487651792	0.054545636012901	0.126883612316507	0.00319224176147036	0.118455177207217
"71"	0	1	0.00923608911915395	0.0551873869551216	0.125561579234171	0.0049274207745533	0.11875339857371
"72"	0	1.05	0.0101806826296636	0.0559223120394172	0.128307263056706	0.00521673561101492	0.120231757442546
"73"	0	1.1	0.01046870171881	0.056867735823402	0.128681685528066	0.00496967470509141	0.120095791323558
"74"	0	1.15	0.0115840863568671	0.0580704415703265	0.13195214917941	0.00585068172144085	0.123044186193889
"75"	0	1.2	0.0122555313793793	0.0587604950950829	0.136497731460314	0.00641092851596232	0.126741893765482
"76"	0	1.25	0.0127268353062299	0.0593336439682806	0.134803939079534	0.00731658360699348	0.125808650862261
"77"	0	1.3	0.0124945386500103	0.059266735268467	0.132121826793995	0.00745674775665089	0.124085244727433
"78"	0	1.35	0.0128125930949801	0.0601046548297771	0.136296284586048	0.00666564004470102	0.126546369029677
"79"	0	1.4	0.0135798983133552	0.0608346803382135	0.136228468100949	0.00869531632929169	0.128283954402719
"80"	0	1.45	0.0138015093497912	0.0611130614522234	0.137370490801257	0.00855451139644098	0.128012047791276
"81"	0	1.5	0.0143516724353201	0.061217112474545	0.136217852084205	0.00927194022514857	0.127788799251296
"82"	0	1.55	0.0152336062238319	0.0630307967025924	0.140792320442942	0.0104109621228274	0.132752140153412
"83"	0	1.6	0.0151867222105916	0.0635436511505047	0.142636783289596	0.00964993313371913	0.133158267262492
