"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"Sigma[1,1]"	0.083107271370604	0.126164496984695	0.159056662208425	0.202825824325702	0.333704042428053
"Sigma[2,1]"	0.0134783600409665	0.0519347386327954	0.0766803869215576	0.107555171823216	0.197103654285636
"Sigma[1,2]"	0.0134783600409665	0.0519347386327954	0.0766803869215576	0.107555171823216	0.197103654285636
"Sigma[2,2]"	0.0800115975085058	0.11970496886439	0.149892150967427	0.189391280685577	0.305556959087579
"diff"	-0.0206438107108177	0.00383754378766325	0.0158619259330936	0.0282550159642552	0.0544698949810153
"p0s1[1]"	0.0272531703974468	0.0521991299234119	0.070092289241705	0.0908533278587909	0.141578466972523
"p0s1[2]"	0.0859930236388958	0.113020218729064	0.128897369051195	0.14613599611565	0.182795195238227
"p0s1[3]"	0.112835022009211	0.130944431659845	0.141110395283167	0.151723047161771	0.172964916335264
"p0s1[4]"	0.0410144679517239	0.0725875906156638	0.0941840269816767	0.119765102944121	0.178802258454463
"p0s1[5]"	0.0619994706795648	0.117066650243007	0.157255025324669	0.204203592365081	0.319006816905726
"p0s1[6]"	0.0405611284032482	0.0507542954256859	0.0567352343008781	0.0631842792816404	0.0768054435489882
"p0s1[7]"	0.00783004835051809	0.0211036842088928	0.0323152336614668	0.0464830925361792	0.0835057221280836
"p0s1[8]"	0.0580985368329229	0.0832263741224011	0.0990046889888903	0.116741932650798	0.154687053215896
"p0s1[9]"	0.0593630950582389	0.0938142992111987	0.116117885969473	0.141721398131059	0.195804410725713
"p0s1[10]"	0.05325630687349	0.0874753537482852	0.109982095677318	0.135802131111102	0.19316747117448
"p0s1[11]"	0.0528723581329369	0.0726893746407841	0.084941690461112	0.0983565096868281	0.127648377537458
"p0s1[12]"	0.0740140526151419	0.108343601698315	0.129566198366909	0.15301464092584	0.203280240609487
"p0s1[13]"	0.0479214800385641	0.0805971218020141	0.102494146551943	0.128779161814578	0.187768950286528
"p0s1[14]"	0.0942941710022171	0.114540075187006	0.126486035731126	0.138806091575077	0.164819495510055
"p0s1[15]"	0.130996675470645	0.153410622510528	0.165976575976472	0.179059443198172	0.205486635587142
"p0s1[16]"	0.0315607200591356	0.0659176990849751	0.0917032034687129	0.12351423156335	0.20221576939944
"p0s1[17]"	0.0545651523329362	0.0824348586566385	0.100255982878995	0.120541191971604	0.165493281953433
"p0s1[18]"	0.0620770967361798	0.0832368877869203	0.0958843101760784	0.109803579150815	0.139169693009106
"p0s1[19]"	0.00938583528887483	0.0333896657168409	0.0553032336338142	0.0852041370316484	0.169560859131304
"p0s1[20]"	0.0544312918768334	0.0886324760604518	0.111462407994207	0.137279694760292	0.196007605808914
"p0s1[21]"	0.0265715288290384	0.0346089091169182	0.0393029161389544	0.0444002044059545	0.0553686794651955
"p0s1[22]"	0.0282234421851474	0.0392967273597416	0.0460914357193231	0.0537274213220568	0.0699244843384831
"p0s1[23]"	0.0549147285746869	0.0734846566027685	0.084613076027805	0.0968900339268839	0.122461997068479
"p0s1[24]"	0.194339915092235	0.259707524472302	0.298233331718158	0.338458455393352	0.423365035255612
"p0s1[25]"	0.0916780499624821	0.161868479953902	0.21079051290501	0.268671383807082	0.396912734466386
"p0s1[26]"	0.0195540010510061	0.0438831478527641	0.06169669831788	0.0836076445830333	0.134425695660919
"p0s1[27]"	0.0147405470483824	0.0374748273283638	0.0560960481900369	0.080088785023422	0.140911282080281
"p1s1[1]"	0.0437339609612465	0.0758735609923561	0.0978775889719618	0.123626527157124	0.182639134227938
"p1s1[2]"	0.061677195767323	0.0854223713773716	0.0997165746753713	0.115483521048886	0.149520021972532
"p1s1[3]"	0.139486759661735	0.159527124157616	0.170555505432358	0.181866741049152	0.204695931890359
"p1s1[4]"	0.0816765406398529	0.108968579673924	0.125358761514049	0.143093311797108	0.180209583390984
