"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"Sigma[1,1]"	0.547173767755129	0.984233836728384	1.39771907781217	2.05391087861694	4.82089924181346
"Sigma[2,1]"	-1.05827403985534	-0.265259136918701	-0.0117074925723717	0.255289717429183	1.13688858838519
"Sigma[1,2]"	-1.05827403985534	-0.265259136918701	-0.0117074925723717	0.255289717429183	1.13688858838519
"Sigma[2,2]"	0.351191256710282	0.615324553251578	0.853705208745456	1.22778461120409	2.71821887985658
"cp[1]"	0.128385967889274	0.189445652815469	0.22663157718726	0.267232514192431	0.351483133795835
"cp[2]"	0.00754724770448688	0.0242279344616472	0.0397048665706575	0.0599848291691506	0.112962725188793
"cp[3]"	0.436520654714961	0.48680705164606	0.513268788887062	0.539926871407734	0.590360274048009
"cp[4]"	0.0280445936412449	0.0453658070918479	0.0568737100114665	0.0702257398092793	0.0998783111039228
"cp[5]"	1.509380714901e-07	0.000500683659276159	0.00339249459146741	0.0116417548046258	0.0484125172471474
"cp[6]"	0.312244036682896	0.336316911750388	0.348996082293702	0.36189707399123	0.387301159787848
"cp[7]"	0.339124684943173	0.395606067706422	0.426156227851257	0.456717185435898	0.515884944177272
"cp[8]"	3.39835396785663e-06	0.000678999888447322	0.00269069739130174	0.00692857775017931	0.0225738534553529
"cp[9]"	0.00614615908781191	0.0204343137209775	0.0333077344126128	0.0503342488521328	0.0965251477930054
"cp[10]"	0.013859913324015	0.0345955143525917	0.0511325180307152	0.0717511438686544	0.125582698318473
"cp[11]"	3.58426727164128e-07	0.000407836493069319	0.00232998725544559	0.00724345622429631	0.0280760192072337
"cp[12]"	0.00802153838546241	0.0267221065062442	0.0436652484776092	0.0659750157425358	0.124100910754567
"cp[13]"	6.65350500301973e-08	0.000162638958469949	0.00100664954152713	0.00329993917129083	0.0132021172341301
"cp[14]"	2.08871347454707e-06	0.000465387012738349	0.00183633212455141	0.00467161011984031	0.0151450295243917
"cp[15]"	0.121319196625477	0.252321622989098	0.345161362701303	0.446413922689112	0.639122010855856
"cp[16]"	2.79208988326417e-05	0.00428937192763269	0.0177352689309921	0.0479427195038708	0.167921708390313
"cp[17]"	0.12786424599152	0.144801971036678	0.154126928209752	0.163740076654368	0.18265772241077
"cp[18]"	0.312328071558329	0.33541926290533	0.347799100064033	0.360309164693804	0.384540413791303
"cp[19]"	0.0052819642528811	0.0104689881408717	0.0142352440335437	0.0188330479354844	0.0301911554149338
"cp[20]"	0.271610234868049	0.301791232517023	0.31820772398933	0.335028223510582	0.36769022629266
"cp[21]"	0.028593812186825	0.0430285694437055	0.0523751654569273	0.0630541498679879	0.0863893882718978
"cp[22]"	0.0270445914839288	0.0693415968203868	0.102795155053789	0.145247114485143	0.248153134678503
"cp[23]"	0.00368149935160061	0.0201171755533845	0.0393619076699698	0.0670181861948633	0.147656970206004
"diff"	-0.196966711638447	-0.0512085295160645	0.0170531450123871	0.0832223459293796	0.210968203522511
"mu[1]"	-2.39082496922208	-1.81068764461522	-1.52321175484736	-1.25075482429308	-0.738029318625513
"mu[2]"	-2.3841994550444	-1.82561751518969	-1.60375090785768	-1.38784008007355	-0.986428977226098
"uout"	0.0538908394768796	0.1159782552008	0.155986815935771	0.200415043759374	0.29024820363046
"vout"	0.0336964867414015	0.0926183549317021	0.137728879964073	0.188476984858077	0.313487800875483
